Tag Name,Mac Address,Label
 Minew Plus Tag 5317,A0:4D:89:ED:4C:68,
 Minew Plus Tag 5318,3A:9D:B3:73:22:6A,
 Minew Plus Tag 5319,A3:FD:39:8D:E3:08,
 Minew Plus Tag 5320,02:19:B2:C2:D6:FA,
 Minew Plus Tag 5321,14:DF:F5:70:67:9D,
 Minew Plus Tag 5322,1F:1B:9E:C0:1A:20,
 Minew Plus Tag 5323,E7:B6:69:06:AC:C9,
 Minew Plus Tag 5324,4B:BE:23:99:E4:56,
 Minew Plus Tag 5325,08:0F:3F:52:EF:97,
 Minew Plus Tag 5326,0A:99:D1:22:A3:EC,
 Minew Plus Tag 5327,2A:31:73:97:20:BF,
 Minew Plus Tag 5328,54:22:60:29:63:74,
 Minew Plus Tag 5329,16:C1:81:6B:B2:20,
 Minew Plus Tag 5330,57:A5:52:80:99:4C,
 Minew Plus Tag 5331,BC:00:27:3D:70:4D,
 Minew Plus Tag 5332,DE:C6:F8:C9:13:77,
 Minew Plus Tag 5333,4F:0C:0A:34:8F:83,
 Minew Plus Tag 5334,DA:7F:87:F7:DC:CC,
 Minew Plus Tag 5335,ED:85:2F:F3:D1:D9,
 Minew Plus Tag 5336,90:6C:1F:5B:BB:5A,
 Minew Plus Tag 5337,2B:9D:4A:E1:13:4C,
 Minew Plus Tag 5338,CC:8E:55:97:E7:EC,
 Minew Plus Tag 5339,7B:6F:3E:A6:E7:70,
 Minew Plus Tag 5340,9A:05:20:C8:E7:CB,
 Minew Plus Tag 5341,42:9F:FA:1C:BB:52,
 Minew Plus Tag 5342,A3:9B:43:40:BC:EC,
 Minew Plus Tag 5343,56:0E:56:64:AE:C0,
 Minew Plus Tag 5344,30:38:13:58:E6:38,
 Minew Plus Tag 5345,39:94:A4:42:FC:44,
 Minew Plus Tag 5346,1B:D7:37:BB:5A:B9,
 Minew Plus Tag 5347,6C:70:D4:7F:EF:B2,
 Minew Plus Tag 5348,12:28:9C:34:96:3D,
 Minew Plus Tag 5349,B2:18:95:DD:1B:BB,
 Minew Plus Tag 5350,2B:EB:97:15:8B:2A,
 Minew Plus Tag 5351,99:96:EE:25:68:D0,
 Minew Plus Tag 5352,89:70:19:47:07:AA,
 Minew Plus Tag 5353,49:25:A2:57:EB:24,
 Minew Plus Tag 5354,84:40:7D:0C:99:BC,
 Minew Plus Tag 5355,D5:B4:D4:36:9C:05,
 Minew Plus Tag 5356,9F:9F:A6:C9:23:9E,
 Minew Plus Tag 5357,F7:98:B5:1A:44:09,
 Minew Plus Tag 5358,1A:DE:77:9B:0C:22,
 Minew Plus Tag 5359,66:A4:3E:FE:A2:E8,
 Minew Plus Tag 5360,13:5A:51:28:30:2E,
 Minew Plus Tag 5361,93:5C:70:BF:DA:91,
 Minew Plus Tag 5362,38:4C:CF:04:5F:FD,
 Minew Plus Tag 5363,21:C7:BC:A6:4E:CC,
 Minew Plus Tag 5364,08:3F:81:D1:02:C4,
 Minew Plus Tag 5365,D6:61:3F:1C:90:53,
 Minew Plus Tag 5366,F2:2C:12:2A:E1:1A,
 Minew Plus Tag 5367,8A:C4:0D:E0:32:DD,
 Minew Plus Tag 5368,DC:46:9A:03:BE:E9,
 Minew Plus Tag 5369,CD:1B:4A:1F:2D:AF,
 Minew Plus Tag 5370,77:7C:D0:D8:21:52,
 Minew Plus Tag 5371,3C:7D:DE:D8:4E:14,
 Minew Plus Tag 5372,05:E3:F9:6C:A2:A5,
 Minew Plus Tag 5373,54:D8:AA:8D:C6:0B,
 Minew Plus Tag 5374,29:71:34:B8:4C:8E,
 Minew Plus Tag 5375,9D:92:2D:42:30:38,
 Minew Plus Tag 5376,11:05:AD:13:9A:DA,
 Minew Plus Tag 5377,5F:F3:5A:32:AE:7E,
 Minew Plus Tag 5378,F8:3D:FD:47:AF:12,
 Minew Plus Tag 5379,5A:E4:C6:23:4F:FA,
 Minew Plus Tag 5380,FA:8D:F5:4C:20:85,
 Minew Plus Tag 5381,63:16:3C:DF:53:64,
 Minew Plus Tag 5382,88:67:E4:81:3B:10,
 Minew Plus Tag 5383,5D:1D:60:D7:88:12,
 Minew Plus Tag 5384,E4:6E:F6:8A:60:2F,
 Minew Plus Tag 5385,60:66:56:DC:F6:9E,
 Minew Plus Tag 5386,CC:DB:06:1A:C4:30,
 Minew Plus Tag 5387,BF:F5:C5:03:7A:9B,
 Minew Plus Tag 5388,16:F7:14:97:74:23,
 Minew Plus Tag 5389,48:23:2D:9A:8E:25,
 Minew Plus Tag 5390,68:67:29:3A:C4:CF,
 Minew Plus Tag 5391,2A:B4:71:17:C6:FE,
 Minew Plus Tag 5392,0A:FA:10:02:78:EC,
 Minew Plus Tag 5393,A9:79:8F:73:30:5C,
 Minew Plus Tag 5394,3A:32:73:F2:F4:D1,
 Minew Plus Tag 5395,06:67:F2:6F:6C:A3,
 Minew Plus Tag 5396,4E:43:8A:0D:A4:B6,
 Minew Plus Tag 5397,DD:32:93:4E:36:BE,
 Minew Plus Tag 5398,DC:FB:74:5C:4F:E8,
 Minew Plus Tag 5399,55:5E:82:5E:D8:40,
 Minew Plus Tag 5400,8C:67:21:0E:65:19,
 Minew Plus Tag 5401,64:02:77:FA:65:18,
 Minew Plus Tag 5402,C3:20:48:5D:B1:FC,
 Minew Plus Tag 5403,49:B6:36:F2:3E:2E,
 Minew Plus Tag 5404,16:FA:0A:E5:AF:EA,
 Minew Plus Tag 5405,62:8B:70:E8:67:59,
 Minew Plus Tag 5406,BC:7E:F3:09:64:62,
 Minew Plus Tag 5407,91:56:AC:30:55:E7,
 Minew Plus Tag 5408,53:6D:45:38:F7:34,
 Minew Plus Tag 5409,00:E2:83:27:60:0B,
 Minew Plus Tag 5410,DE:40:64:8F:B1:A2,
 Minew Plus Tag 5411,C0:E5:C8:CE:AA:39,
 Minew Plus Tag 5412,F5:7D:68:BF:B1:65,
 Minew Plus Tag 5413,D6:B4:B3:2E:34:F4,
 Minew Plus Tag 5414,ED:34:DD:C2:CC:98,
 Minew Plus Tag 5415,6B:07:13:49:6B:84,
 Minew Plus Tag 5416,F5:09:A7:B2:F1:16,
 Minew Plus Tag 5417,F4:AD:D0:82:FA:F2,
 Minew Plus Tag 5418,23:AE:48:C8:65:8E,
 Minew Plus Tag 5419,F7:CE:B0:42:8D:BB,
 Minew Plus Tag 5420,FA:0A:DC:B1:46:E1,
 Minew Plus Tag 5421,8C:49:FD:D4:F6:DA,
 Minew Plus Tag 5422,3A:C0:86:D6:A9:72,
 Minew Plus Tag 5423,16:C4:B6:6E:84:B5,
 Minew Plus Tag 5424,07:C9:69:58:F3:87,
 Minew Plus Tag 5425,3E:76:C1:A1:23:1C,
 Minew Plus Tag 5426,67:2C:A1:EA:95:29,
 Minew Plus Tag 5427,38:6C:F5:20:5A:A4,
 Minew Plus Tag 5428,04:37:59:53:F1:30,
 Minew Plus Tag 5429,D9:A2:83:49:18:54,
 Minew Plus Tag 5430,F0:74:E5:8F:C1:C7,
 Minew Plus Tag 5431,2F:3B:6F:B8:75:0D,
 Minew Plus Tag 5432,0C:E9:A4:2B:5F:A5,
 Minew Plus Tag 5433,E1:ED:2B:52:15:52,
 Minew Plus Tag 5434,3C:4C:A6:F3:CB:90,
 Minew Plus Tag 5435,27:72:6E:23:0E:85,
 Minew Plus Tag 5436,06:BA:46:87:4B:93,
 Minew Plus Tag 5437,3B:1D:C6:23:77:DE,
 Minew Plus Tag 5438,67:F6:49:64:A5:A9,
 Minew Plus Tag 5439,E8:FA:31:BD:6E:FA,
 Minew Plus Tag 5440,F0:FC:7C:48:01:ED,
 Minew Plus Tag 5441,9F:B1:EC:FB:7F:45,
 Minew Plus Tag 5442,D3:79:09:86:77:2A,
 Minew Plus Tag 5443,E6:15:98:E9:A0:6F,
 Minew Plus Tag 5444,21:11:36:85:00:61,
 Minew Plus Tag 5445,C1:37:3E:EF:45:B6,
 Minew Plus Tag 5446,C5:68:BC:66:A5:DE,
 Minew Plus Tag 5447,95:D6:E3:66:1B:85,
 Minew Plus Tag 5448,F7:FA:02:1C:C1:D6,
 Minew Plus Tag 5449,84:90:10:60:07:EC,
 Minew Plus Tag 5450,C9:C3:78:E5:6D:2A,
 Minew Plus Tag 5451,81:90:2A:8D:EA:79,
 Minew Plus Tag 5452,0C:AA:BB:6B:CB:C5,
 Minew Plus Tag 5453,28:1D:0D:7B:CC:A7,
 Minew Plus Tag 5454,B8:A1:C3:88:F4:C7,
 Minew Plus Tag 5455,E0:2C:83:65:6D:BA,
 Minew Plus Tag 5456,2D:A9:F9:96:36:36,
 Minew Plus Tag 5457,11:A3:7D:ED:0A:85,
 Minew Plus Tag 5458,D7:80:EA:A5:E6:84,
 Minew Plus Tag 5459,A5:7E:3E:A3:BA:AA,
 Minew Plus Tag 5460,7A:1B:CF:5C:ED:32,
 Minew Plus Tag 5461,5C:0A:8E:49:1B:C6,
 Minew Plus Tag 5462,F6:25:B9:E5:F9:4F,
 Minew Plus Tag 5463,26:7A:6F:0C:A6:2B,
 Minew Plus Tag 5464,AD:C2:0B:6E:81:F0,
 Minew Plus Tag 5465,D0:67:2A:DD:BC:4F,
 Minew Plus Tag 5466,C6:2A:F4:C7:7A:6B,
 Minew Plus Tag 5467,BB:6A:D4:D8:44:D7,
 Minew Plus Tag 5468,CB:BE:AD:65:3C:D9,
 Minew Plus Tag 5469,DB:CF:52:1F:D5:D8,
 Minew Plus Tag 5470,58:B8:C7:7F:E3:61,
 Minew Plus Tag 5471,F5:E7:71:ED:E9:60,
 Minew Plus Tag 5472,17:D7:D5:6F:8A:23,
 Minew Plus Tag 5473,77:89:04:D1:01:28,
 Minew Plus Tag 5474,2F:D2:79:5D:C9:14,
 Minew Plus Tag 5475,58:16:A1:0A:D1:AF,
 Minew Plus Tag 5476,AE:9E:20:90:B6:90,
 Minew Plus Tag 5477,09:84:45:4E:3E:08,
 Minew Plus Tag 5478,89:60:24:95:4A:11,
 Minew Plus Tag 5479,D0:27:CD:31:B6:40,
 Minew Plus Tag 5480,3E:8E:99:3C:AB:FA,
 Minew Plus Tag 5481,9C:FE:9D:AB:36:AE,
 Minew Plus Tag 5482,62:65:7D:97:64:CF,
 Minew Plus Tag 5483,E2:F1:8A:E4:F0:EC,
 Minew Plus Tag 5484,2D:A7:C1:99:79:B0,
 Minew Plus Tag 5485,70:31:78:5E:68:65,
 Minew Plus Tag 5486,8E:FB:2A:33:C7:44,
 Minew Plus Tag 5487,28:42:9B:4C:79:C6,
 Minew Plus Tag 5488,1A:38:50:44:AA:96,
 Minew Plus Tag 5489,C3:23:3C:1A:1B:BC,
 Minew Plus Tag 5490,5F:A3:8B:B6:C9:F0,
 Minew Plus Tag 5491,50:C5:EE:72:46:9B,
 Minew Plus Tag 5492,7E:EE:B4:71:D8:D4,
 Minew Plus Tag 5493,10:37:2F:16:4B:B8,
 Minew Plus Tag 5494,E9:13:5F:E2:27:81,
 Minew Plus Tag 5495,C9:D3:C6:9D:86:17,
 Minew Plus Tag 5496,95:11:D8:AA:66:58,
 Minew Plus Tag 5497,A5:DA:03:20:70:81,
 Minew Plus Tag 5498,E6:B3:88:C0:4D:DA,
 Minew Plus Tag 5499,00:36:2D:FF:8F:8B,
 Minew Plus Tag 5500,A1:4A:48:2B:6A:F9,
 Minew Plus Tag 5501,D6:ED:BD:81:9D:8F,
 Minew Plus Tag 5502,24:05:55:9F:9C:DE,
 Minew Plus Tag 5503,CE:2B:56:42:B3:46,
 Minew Plus Tag 5504,D5:6B:F5:1B:1D:B8,
 Minew Plus Tag 5505,7E:66:34:D4:20:F4,
 Minew Plus Tag 5506,8D:01:13:A7:B6:A3,
 Minew Plus Tag 5507,0B:2E:92:4D:22:5B,
 Minew Plus Tag 5508,92:F6:1E:AC:75:B8,
 Minew Plus Tag 5509,AF:14:57:19:BD:E9,
 Minew Plus Tag 5510,11:AB:EE:3C:F7:56,
 Minew Plus Tag 5511,44:7D:B6:19:2E:90,
 Minew Plus Tag 5512,ED:EE:5D:CF:F9:D2,
 Minew Plus Tag 5513,DA:77:5A:94:D2:D9,
 Minew Plus Tag 5514,DD:7E:CD:AD:82:DE,
 Minew Plus Tag 5515,71:BE:29:FB:63:0B,
 Minew Plus Tag 5516,51:2E:A6:57:5B:BF,
 Minew Plus Tag 5517,51:C7:CC:94:9D:68,
 Minew Plus Tag 5518,BA:34:96:DD:C5:CB,
 Minew Plus Tag 5519,B2:E1:C8:C3:35:DA,
 Minew Plus Tag 5520,49:A2:DD:9C:0A:EC,
 Minew Plus Tag 5521,37:9D:DA:17:A2:33,
 Minew Plus Tag 5522,B0:05:44:F3:79:BC,
 Minew Plus Tag 5523,76:7F:8E:9F:7A:95,
 Minew Plus Tag 5524,81:69:11:03:84:89,
 Minew Plus Tag 5525,FD:B7:94:F6:57:A3,
 Minew Plus Tag 5526,46:04:A8:06:E1:8D,
 Minew Plus Tag 5527,39:90:25:03:91:98,
 Minew Plus Tag 5528,48:5B:04:65:28:33,
 Minew Plus Tag 5529,CE:64:F6:20:44:7F,
 Minew Plus Tag 5530,73:55:57:88:F5:7C,
 Minew Plus Tag 5531,14:56:F9:0C:3D:D3,
 Minew Plus Tag 5532,3E:34:9C:EA:A9:1F,
 Minew Plus Tag 5533,00:CC:A5:23:4F:0B,
 Minew Plus Tag 5534,E8:CD:E3:24:40:E9,
 Minew Plus Tag 5535,68:C5:01:31:2D:AC,
 Minew Plus Tag 5536,02:9F:39:73:C9:C2,
 Minew Plus Tag 5537,D3:E9:CA:B3:D2:54,
 Minew Plus Tag 5538,1A:04:EC:EC:42:34,
 Minew Plus Tag 5539,0F:C7:E9:DE:02:2C,
 Minew Plus Tag 5540,C4:BE:F3:46:23:6C,
 Minew Plus Tag 5541,26:8E:DD:44:42:94,
 Minew Plus Tag 5542,EB:5B:39:A3:5C:22,
 Minew Plus Tag 5543,14:0C:ED:41:30:B8,
 Minew Plus Tag 5544,89:32:9F:3F:B1:EA,
 Minew Plus Tag 5545,FA:E1:18:A0:CB:D2,
 Minew Plus Tag 5546,0D:E9:CC:41:FB:DE,
 Minew Plus Tag 5547,75:B8:EF:A3:52:0D,
 Minew Plus Tag 5548,35:22:16:E4:69:95,
 Minew Plus Tag 5549,E4:00:50:A4:6F:1B,
 Minew Plus Tag 5550,06:E0:8B:D4:A4:9C,
 Minew Plus Tag 5551,62:AB:21:05:2F:C7,
 Minew Plus Tag 5552,66:6F:81:08:31:41,
 Minew Plus Tag 5553,2A:71:BE:E2:DC:A2,
 Minew Plus Tag 5554,8C:99:D4:A8:6F:40,
 Minew Plus Tag 5555,03:CD:74:93:22:1E,
 Minew Plus Tag 5556,E3:DA:E4:11:CE:5A,
 Minew Plus Tag 5557,B8:0B:E1:6A:26:1D,
 Minew Plus Tag 5558,81:53:50:B4:BA:13,
 Minew Plus Tag 5559,7C:C3:E2:5A:7F:79,
 Minew Plus Tag 5560,9A:F3:B5:AD:F3:4B,
 Minew Plus Tag 5561,A1:5F:C4:9E:27:BF,
 Minew Plus Tag 5562,40:CE:3C:B5:7A:6D,
 Minew Plus Tag 5563,46:BA:C2:8D:C6:FF,
 Minew Plus Tag 5564,DB:A4:BB:0C:B5:E6,
 Minew Plus Tag 5565,D0:47:10:3E:A0:E5,
 Minew Plus Tag 5566,F1:0C:BA:96:20:50,
 Minew Plus Tag 5567,AE:61:62:1C:FB:C1,
 Minew Plus Tag 5568,E2:9C:39:79:82:83,
 Minew Plus Tag 5569,2E:79:B9:B8:CF:9F,
 Minew Plus Tag 5570,D6:61:7D:65:74:99,
 Minew Plus Tag 5571,00:9F:1F:FA:08:61,
 Minew Plus Tag 5572,76:F3:68:E7:A4:3C,
 Minew Plus Tag 5573,5F:0D:CD:8C:8E:12,
 Minew Plus Tag 5574,23:23:65:69:D7:B8,
 Minew Plus Tag 5575,CC:3D:F0:4B:17:D0,
 Minew Plus Tag 5576,A6:0A:31:50:5B:AA,
 Minew Plus Tag 5577,11:78:9A:BB:31:DA,
 Minew Plus Tag 5578,34:B6:AC:44:99:A6,
 Minew Plus Tag 5579,A2:7C:2F:B0:FB:E9,
 Minew Plus Tag 5580,3E:C7:A8:9B:89:AF,
 Minew Plus Tag 5581,A9:D3:D3:9B:C1:C3,
 Minew Plus Tag 5582,E7:18:5F:90:82:A3,
 Minew Plus Tag 5583,B3:5A:FE:B4:1F:F4,
 Minew Plus Tag 5584,6E:FE:59:67:77:4E,
 Minew Plus Tag 5585,58:15:90:28:95:D1,
 Minew Plus Tag 5586,0C:E8:74:B6:1E:B2,
 Minew Plus Tag 5587,33:E2:37:FF:BC:2A,
 Minew Plus Tag 5588,50:E3:6A:E2:BD:2F,
 Minew Plus Tag 5589,17:A0:FC:76:8A:B5,
 Minew Plus Tag 5590,75:8A:47:DF:86:CA,
 Minew Plus Tag 5591,D9:1E:70:9B:1F:F7,
 Minew Plus Tag 5592,80:9F:0F:A1:AB:A6,
 Minew Plus Tag 5593,1A:2D:53:81:AA:22,
 Minew Plus Tag 5594,C7:19:19:DD:C1:DC,
 Minew Plus Tag 5595,AE:A4:0B:4D:93:7C,
 Minew Plus Tag 5596,9A:9A:8A:0E:6C:2C,
 Minew Plus Tag 5597,EF:06:AD:BB:31:2D,
 Minew Plus Tag 5598,F2:73:9F:B7:92:15,
 Minew Plus Tag 5599,9B:BC:7A:AF:4A:56,
 Minew Plus Tag 5600,A6:5D:93:2D:2B:42,
 Minew Plus Tag 5601,FF:6B:16:9C:40:E9,
 Minew Plus Tag 5602,15:84:F1:87:FF:28,
 Minew Plus Tag 5603,06:AA:54:FB:35:59,
 Minew Plus Tag 5604,20:F6:2A:E8:E5:B0,
 Minew Plus Tag 5605,A6:8A:AC:9C:12:18,
 Minew Plus Tag 5606,C2:51:45:75:D4:8C,
 Minew Plus Tag 5607,6F:90:58:F4:82:2C,
 Minew Plus Tag 5608,91:E1:AB:12:0A:E0,
 Minew Plus Tag 5609,59:F8:B9:4C:CF:79,
 Minew Plus Tag 5610,B9:49:A7:9A:C7:9A,
 Minew Plus Tag 5611,44:5F:C1:38:61:86,
 Minew Plus Tag 5612,F8:17:CB:0C:BD:81,
 Minew Plus Tag 5613,98:5A:E6:3A:1D:D4,
 Minew Plus Tag 5614,BB:00:68:6D:F1:90,
 Minew Plus Tag 5615,AC:AB:73:24:FB:3F,
 Minew Plus Tag 5616,F1:BC:CC:56:2A:79,
 Minew Plus Tag 5617,1E:23:D3:2E:81:BD,
 Minew Plus Tag 5618,2A:DC:2D:6E:89:45,
 Minew Plus Tag 5619,33:49:F6:2D:55:08,
 Minew Plus Tag 5620,74:25:E7:2B:BB:F7,
 Minew Plus Tag 5621,11:99:3B:A0:96:56,
 Minew Plus Tag 5622,F4:8C:3C:36:DE:16,
 Minew Plus Tag 5623,A1:8F:4E:9A:CE:BB,
 Minew Plus Tag 5624,C5:55:35:1C:AE:E0,
 Minew Plus Tag 5625,04:2F:28:7C:1C:98,
 Minew Plus Tag 5626,EC:8A:37:24:37:19,
 Minew Plus Tag 5627,D1:F1:CF:24:00:99,
 Minew Plus Tag 5628,7C:87:95:7C:0F:BF,
 Minew Plus Tag 5629,C1:66:81:39:63:3D,
 Minew Plus Tag 5630,4A:57:6C:01:FF:B2,
 Minew Plus Tag 5631,22:C7:30:0A:BA:62,
 Minew Plus Tag 5632,D9:42:1A:E5:4A:E9,
 Minew Plus Tag 5633,ED:0D:F7:6A:67:42,
 Minew Plus Tag 5634,AC:07:99:DC:C9:CD,
 Minew Plus Tag 5635,6A:5C:62:FA:B0:AC,
 Minew Plus Tag 5636,01:D5:84:8B:FD:9A,
 Minew Plus Tag 5637,88:9E:FC:C6:C0:7E,
 Minew Plus Tag 5638,21:FF:A7:C6:92:BD,
 Minew Plus Tag 5639,BE:9A:84:F4:D1:1D,
 Minew Plus Tag 5640,4C:9B:93:D5:6D:FB,
 Minew Plus Tag 5641,33:10:44:2D:09:45,
 Minew Plus Tag 5642,D0:46:58:4D:A3:BF,
 Minew Plus Tag 5643,9B:2C:7A:0E:4B:1B,
 Minew Plus Tag 5644,1E:60:FE:89:E1:4D,
 Minew Plus Tag 5645,3C:6B:30:F6:1A:E1,
 Minew Plus Tag 5646,0A:F7:8A:85:E6:A5,
 Minew Plus Tag 5647,0A:95:F0:65:C2:A7,
 Minew Plus Tag 5648,F1:B9:64:02:CD:43,
 Minew Plus Tag 5649,AA:E4:12:47:DC:E2,
 Minew Plus Tag 5650,04:3F:22:B2:2D:62,
 Minew Plus Tag 5651,5E:D8:54:16:E3:E3,
 Minew Plus Tag 5652,32:2C:93:C0:84:5C,
 Minew Plus Tag 5653,EB:67:48:6F:2A:70,
 Minew Plus Tag 5654,86:4A:41:18:20:EC,
 Minew Plus Tag 5655,C6:F8:DF:B8:01:6F,
 Minew Plus Tag 5656,51:76:3A:D3:2D:91,
 Minew Plus Tag 5657,BE:81:33:72:6C:87,
 Minew Plus Tag 5658,4F:B7:85:E4:D9:B6,
 Minew Plus Tag 5659,92:CB:CF:04:AD:EE,
 Minew Plus Tag 5660,56:7A:F1:93:26:AC,
 Minew Plus Tag 5661,28:23:C6:18:0A:4F,
 Minew Plus Tag 5662,B8:7F:3A:B0:D9:63,
 Minew Plus Tag 5663,9D:C2:03:89:79:01,
 Minew Plus Tag 5664,87:A5:9E:3E:20:5B,
 Minew Plus Tag 5665,75:E7:BA:4D:87:F1,
 Minew Plus Tag 5666,51:45:0F:14:E1:6D,
 Minew Plus Tag 5667,8E:EA:3B:C7:35:72,
 Minew Plus Tag 5668,D6:3B:35:D3:D9:50,
 Minew Plus Tag 5669,50:3B:46:00:AE:C7,
 Minew Plus Tag 5670,29:B4:39:EB:F8:16,
 Minew Plus Tag 5671,CF:25:3E:DF:9E:CD,
 Minew Plus Tag 5672,C4:52:87:38:4C:7D,
 Minew Plus Tag 5673,F5:CC:FB:7F:AA:8A,
 Minew Plus Tag 5674,67:A2:91:31:8A:2C,
 Minew Plus Tag 5675,27:B2:86:34:AD:7F,
 Minew Plus Tag 5676,9F:99:6F:A5:FE:BA,
 Minew Plus Tag 5677,28:1B:6C:7F:82:4A,
 Minew Plus Tag 5678,68:D7:6E:CC:03:15,
 Minew Plus Tag 5679,58:D6:D0:41:C5:A9,
 Minew Plus Tag 5680,24:CB:BD:2E:CE:6E,
 Minew Plus Tag 5681,44:1A:3F:59:DC:7A,
 Minew Plus Tag 5682,AB:20:EA:D1:39:69,
 Minew Plus Tag 5683,D4:C8:97:2A:41:34,
 Minew Plus Tag 5684,56:A9:84:CB:DC:67,
 Minew Plus Tag 5685,92:9D:10:65:0D:8B,
 Minew Plus Tag 5686,26:01:C0:3D:56:C5,
 Minew Plus Tag 5687,24:E9:99:55:DC:1A,
 Minew Plus Tag 5688,BC:CC:61:ED:5B:83,
 Minew Plus Tag 5689,C2:4B:5C:50:2C:3A,
 Minew Plus Tag 5690,BC:71:C3:D4:FC:60,
 Minew Plus Tag 5691,02:1E:03:60:CF:C1,
 Minew Plus Tag 5692,C9:83:B1:F0:88:91,
 Minew Plus Tag 5693,FD:FA:52:1A:F3:50,
 Minew Plus Tag 5694,BC:7C:8B:AF:DF:D0,
 Minew Plus Tag 5695,F5:12:D1:A4:9A:2E,
 Minew Plus Tag 5696,A4:53:5D:A4:D5:26,
 Minew Plus Tag 5697,C0:7E:26:26:26:B2,
 Minew Plus Tag 5698,9F:6A:2B:1B:1F:62,
 Minew Plus Tag 5699,D3:58:12:0E:3C:D7,
 Minew Plus Tag 5700,32:87:DC:CC:77:60,
 Minew Plus Tag 5701,90:42:7B:4B:68:56,
 Minew Plus Tag 5702,AE:B5:C3:4D:96:D6,
 Minew Plus Tag 5703,9A:F9:F4:4B:7B:CC,
 Minew Plus Tag 5704,6C:2F:D1:66:B7:E6,
 Minew Plus Tag 5705,97:DD:90:20:77:5D,
 Minew Plus Tag 5706,08:85:04:D9:35:D3,
 Minew Plus Tag 5707,D5:0B:65:42:EE:42,
 Minew Plus Tag 5708,87:90:56:83:75:66,
 Minew Plus Tag 5709,71:F2:35:5A:80:B7,
 Minew Plus Tag 5710,AB:BA:5A:7E:E2:51,
 Minew Plus Tag 5711,AE:2D:F3:B6:24:48,
 Minew Plus Tag 5712,E7:A1:52:3C:59:C7,
 Minew Plus Tag 5713,21:53:EC:F9:9D:7F,
 Minew Plus Tag 5714,A3:74:A0:89:33:1C,
 Minew Plus Tag 5715,62:7D:B7:20:62:0C,
 Minew Plus Tag 5716,79:26:AF:97:3B:8C,
 Minew Plus Tag 5717,A9:54:B6:20:DB:A3,
 Minew Plus Tag 5718,2E:4D:57:67:0E:D3,
 Minew Plus Tag 5719,96:0E:3F:79:FE:E8,
 Minew Plus Tag 5720,6F:3C:9A:E1:E5:A4,
 Minew Plus Tag 5721,8F:AA:B8:C9:63:A6,
 Minew Plus Tag 5722,17:03:2F:C0:8D:AB,
 Minew Plus Tag 5723,36:64:BE:57:5A:0A,
 Minew Plus Tag 5724,E2:E3:34:8B:45:72,
 Minew Plus Tag 5725,83:3D:93:C6:58:E5,
 Minew Plus Tag 5726,80:7E:9D:A7:85:78,
 Minew Plus Tag 5727,38:53:C4:32:F2:F1,
 Minew Plus Tag 5728,47:F8:86:61:BB:18,
 Minew Plus Tag 5729,66:DA:26:5C:65:23,
 Minew Plus Tag 5730,1D:03:AB:6B:E3:B5,
 Minew Plus Tag 5731,A8:7B:5B:EA:98:E6,
 Minew Plus Tag 5732,20:95:FD:F4:B0:07,
 Minew Plus Tag 5733,C4:90:B2:8E:E3:A9,
 Minew Plus Tag 5734,DF:DF:5E:C3:20:93,
 Minew Plus Tag 5735,86:33:9E:8B:AE:3C,
 Minew Plus Tag 5736,07:AA:85:C6:44:0A,
 Minew Plus Tag 5737,59:E0:64:E8:F6:0E,
 Minew Plus Tag 5738,F4:0B:F4:2E:FA:35,
 Minew Plus Tag 5739,87:87:C7:26:A7:33,
 Minew Plus Tag 5740,21:EA:84:9B:19:4A,
 Minew Plus Tag 5741,24:4F:1D:40:78:2C,
 Minew Plus Tag 5742,0D:3F:3A:9A:7F:71,
 Minew Plus Tag 5743,41:4C:AF:7F:1A:26,
 Minew Plus Tag 5744,A9:5F:33:65:04:22,
 Minew Plus Tag 5745,90:D7:BD:93:EF:71,
 Minew Plus Tag 5746,E1:73:7A:46:69:1E,
 Minew Plus Tag 5747,33:42:8B:37:70:80,
 Minew Plus Tag 5748,8A:99:A6:C8:8E:6E,
 Minew Plus Tag 5749,38:27:3A:E8:87:3C,
 Minew Plus Tag 5750,6B:08:7B:B5:4A:E9,
 Minew Plus Tag 5751,BF:34:1A:BA:46:63,
 Minew Plus Tag 5752,7D:9C:A1:CC:09:11,
 Minew Plus Tag 5753,C8:B6:41:D7:98:00,
 Minew Plus Tag 5754,A2:91:DD:F7:AC:C2,
 Minew Plus Tag 5755,C5:5C:77:77:73:A7,
 Minew Plus Tag 5756,63:C5:3A:98:4F:99,
 Minew Plus Tag 5757,6C:5F:CB:0A:32:76,
 Minew Plus Tag 5758,CB:16:48:6A:E5:C4,
 Minew Plus Tag 5759,6E:D2:01:2C:AB:31,
 Minew Plus Tag 5760,3F:A7:A8:67:04:E2,
 Minew Plus Tag 5761,83:11:3F:74:34:ED,
 Minew Plus Tag 5762,7E:10:C8:6B:F6:3A,
 Minew Plus Tag 5763,D1:15:A3:E1:79:3D,
 Minew Plus Tag 5764,AA:FB:A1:A7:52:5E,
 Minew Plus Tag 5765,05:34:72:00:23:FF,
 Minew Plus Tag 5766,B7:1B:42:78:61:A7,
 Minew Plus Tag 5767,0C:90:EE:56:03:FB,
 Minew Plus Tag 5768,58:3E:C7:A0:99:F9,
 Minew Plus Tag 5769,DA:30:3E:E4:1A:99,
 Minew Plus Tag 5770,B1:80:4D:AD:D2:E1,
 Minew Plus Tag 5771,8A:AC:40:D8:6F:06,
