Asset label,Serial Number,Tag Mac Address,Department,Type,Status
asset2643,N44AWVB,56:F0:45:EB:F1:7C,R&D,Devices,In Use
asset2644,FRNAA1U,01:F4:A2:76:89:BE,R&D,Software,Available
asset2645,HWVFWKB,0D:C9:0C:00:5B:9B,Finance,Furniture,In Use
asset2646,77YOAIP,28:F2:89:4F:F4:87,HR,Software,In Use
asset2647,633RJR3,B0:7B:96:D6:A8:48,Finance,Devices,Available
asset2648,TMJBS2E,43:DC:C7:99:B0:4F,R&D,Furniture,In Use
asset2649,IXMFZX9,53:34:97:4A:CA:B5,Sales,Devices,Available
asset2650,1YNMUI7,16:58:53:95:AA:09,Marketing,Furniture,Out of Service
asset2651,46B6HYB,20:C9:75:54:59:1C,Marketing,Furniture,Available
asset2652,L7YLYL3,B0:3D:B8:79:89:6C,R&D,Devices,In Use
asset2653,H8T5JZN,BD:07:5C:88:72:38,Marketing,Devices,In Use
asset2654,M5XC70J,DF:AD:01:43:2D:23,Sales,Furniture,Out of Service
asset2655,HTW2RM2,78:AE:D1:22:10:A7,Marketing,Devices,Out of Service
asset2656,HPMYM3T,86:8A:C5:04:B7:EF,Finance,Devices,In Use
asset2657,C0IGQ8G,D5:D8:A0:11:22:5F,Sales,Furniture,Out of Service
asset2658,Y5HXZ11,30:C3:4A:8D:94:9C,Marketing,Software,Out of Service
asset2659,SKFA9CT,42:36:C6:C3:95:41,R&D,Furniture,Available
asset2660,H39Y9QI,D7:2B:5D:46:C8:52,R&D,Furniture,Out of Service
asset2661,2BNF8NB,20:33:0F:45:E1:21,R&D,Furniture,Available
asset2662,5RZVD3A,CB:DD:94:19:C6:B1,Sales,Devices,Available
asset2663,BIW9E7A,92:9E:79:0C:FA:3B,Finance,Devices,Out of Service
asset2664,AR4KB06,F3:B6:90:7A:66:6C,Finance,Furniture,In Use
asset2665,FCKMS5G,4A:11:24:A8:10:7B,R&D,Software,In Use
asset2666,JWC3SSN,E1:79:D2:C8:62:55,Sales,Devices,Available
asset2667,WPNI0ZD,9A:E6:76:64:3A:9E,Marketing,Furniture,Available
asset2668,SV9SYJV,33:AD:91:AC:4C:80,R&D,Devices,Out of Service
asset2669,KAUGMQB,74:03:46:03:62:61,Finance,Furniture,Available
asset2670,VJHNPTR,0D:B1:80:B2:AE:84,Sales,Furniture,Available
asset2671,RNTLXVZ,16:5D:56:39:10:CC,HR,Furniture,In Use
asset2672,061SC8K,6D:22:51:E9:0A:47,R&D,Devices,Out of Service
asset2673,U5ISSQA,10:81:4B:00:D5:E7,R&D,Software,In Use
asset2674,49AUG8O,36:AE:CB:43:1A:AD,HR,Software,Out of Service
asset2675,M9LPLTZ,E5:E1:A2:E1:2F:0E,Finance,Furniture,Out of Service
asset2676,BDXXFAU,F6:24:97:43:7F:0B,Sales,Furniture,Available
asset2677,UDKWASV,19:0C:16:DF:A9:5C,Finance,Furniture,Available
asset2678,GFTJXE2,1C:96:EF:F7:B3:04,Sales,Furniture,Out of Service
asset2679,BNRTF6A,16:E2:B2:78:E3:E1,Sales,Furniture,In Use
asset2680,7KLSB2H,C7:B3:B9:9E:86:4E,Finance,Software,Available
asset2681,FH08NK9,04:78:F8:5D:C3:32,Sales,Software,Available
asset2682,9UM4ZTM,88:51:84:7E:4F:90,Sales,Software,Available
asset2683,NDOUH44,BD:9F:7D:71:F6:6F,HR,Furniture,Available
asset2684,2D2QNKB,FA:05:CD:70:9B:41,HR,Software,Out of Service
asset2685,VGELNS9,15:9B:74:E7:AB:B0,R&D,Software,Available
asset2686,C98F8V4,16:4F:45:BD:13:A9,Marketing,Software,In Use
asset2687,SL085YK,37:F6:09:17:A1:F3,R&D,Software,Out of Service
asset2688,WAV5NG6,58:96:59:9D:1E:48,R&D,Software,Out of Service
asset2689,7RHB19C,E3:EB:5F:66:40:D1,Marketing,Software,Out of Service
asset2690,FFZZQKC,C5:4B:52:05:C5:70,Marketing,Software,Available
asset2691,LA34W3N,BE:6A:1D:82:62:59,Finance,Furniture,In Use
asset2692,RX5XFPT,29:59:55:CD:E7:54,R&D,Software,Out of Service
asset2693,XLWLAWI,C0:03:06:19:36:7C,R&D,Devices,Out of Service
asset2694,XMQAYZV,50:C4:1A:A3:4D:04,Marketing,Devices,In Use
asset2695,0OY3A11,B8:70:79:E9:00:3D,Finance,Furniture,Out of Service
asset2696,13VSUCP,F4:88:E5:BB:53:E5,Sales,Devices,Available
asset2697,TRL0O4U,DF:B1:C3:E5:8D:85,Marketing,Furniture,Available
asset2698,LR26M75,E5:45:95:F6:61:E6,R&D,Devices,Available
asset2699,3ERIEMI,79:99:77:7D:8D:6E,Marketing,Software,Out of Service
asset2700,EE6OURW,F0:61:B5:0D:CF:15,HR,Devices,In Use
asset2701,7LBOPKM,C6:C7:B0:09:75:35,Finance,Furniture,Out of Service
asset2702,10JOLM6,2D:7C:77:E3:7D:85,R&D,Devices,In Use
asset2703,EHR1BQU,F5:67:7D:0B:A1:C4,HR,Software,Available
asset2704,SJNUWRH,B9:C1:2C:56:57:AA,Marketing,Software,Available
asset2705,OGB5RGC,FE:E9:8D:94:1E:4B,R&D,Software,Available
asset2706,0T5Q1UG,3B:9F:DB:3C:8A:78,Sales,Devices,In Use
asset2707,20DH9JY,5F:0D:4A:35:00:9F,HR,Devices,Out of Service
asset2708,F04QZY5,7C:7D:CC:38:36:57,R&D,Software,In Use
asset2709,AJF5U4H,22:D0:B8:26:A1:CD,Marketing,Software,Out of Service
asset2710,FRB7AMI,B0:4F:8C:95:76:94,R&D,Furniture,Out of Service
asset2711,8J9SMFK,1B:9A:A8:11:49:6C,R&D,Software,Out of Service
asset2712,GSA7J90,32:B5:43:A6:65:E0,Marketing,Furniture,Out of Service
asset2713,BV0HAKG,AD:4A:E6:F1:FA:57,Sales,Devices,Out of Service
asset2714,0V968JE,F8:9B:AB:46:B6:0C,HR,Furniture,Available
asset2715,D88C2T5,95:DB:95:D0:20:CE,R&D,Furniture,Available
asset2716,C8FB5LM,56:C8:5E:68:E7:D7,Finance,Devices,Available
asset2717,NZJUZVY,EF:9C:99:EE:24:83,Marketing,Software,Available
asset2718,FJXYLWT,8E:82:09:42:42:24,Sales,Devices,Out of Service
asset2719,630JEVO,75:33:14:95:2C:CF,Marketing,Furniture,In Use
asset2720,B79DTES,EF:48:FC:9C:09:FA,Sales,Furniture,In Use
asset2721,W8AO9DV,C4:F9:D3:E2:70:DB,Finance,Software,In Use
asset2722,SM90GG4,C2:E0:31:D7:F6:07,HR,Devices,Available
asset2723,2W2SWZA,54:95:6A:4E:FB:84,Marketing,Software,Available
asset2724,I4VFW3G,45:FC:32:CC:90:92,HR,Devices,Out of Service
asset2725,9BT250K,4B:BA:93:F5:E7:DE,Sales,Software,In Use
asset2726,F2E57JG,0E:29:37:BA:D1:02,Finance,Furniture,Available
asset2727,1STC78F,9F:EF:15:63:36:E4,Marketing,Furniture,Out of Service
asset2728,R38UM53,21:8E:3D:64:7F:D3,Finance,Software,Out of Service
asset2729,LF8VTJV,B6:00:57:98:CF:E5,Sales,Furniture,In Use
asset2730,3K4Q8C0,9C:5A:73:C0:FB:30,Finance,Furniture,Out of Service
asset2731,4CKUBMC,BD:25:21:98:E7:4E,HR,Devices,In Use
asset2732,J9OE0KI,75:6C:45:0E:C4:F2,HR,Furniture,Available
asset2733,L53ISX0,7D:E6:44:C1:40:EA,HR,Devices,Available
asset2734,71ZMYO5,4B:9C:E6:65:23:6A,Marketing,Furniture,In Use
asset2735,TLOKX8B,FC:2B:94:27:67:18,R&D,Devices,In Use
asset2736,GLQKYFB,05:3C:85:2E:A5:A4,HR,Devices,Out of Service
asset2737,C8KJZCN,88:79:F0:7C:16:09,Finance,Furniture,Out of Service
asset2738,DXN59HS,74:8B:FE:ED:2A:C4,Sales,Software,In Use
asset2739,MQB8MSE,A1:F4:2B:4B:08:75,Sales,Devices,Out of Service
asset2740,GRT6VTY,B4:AA:5C:1A:B5:CB,HR,Devices,Out of Service
asset2741,AZXTPQN,07:B0:7A:7F:3F:77,Marketing,Software,Available
asset2742,2FDBZYH,86:28:47:2F:58:0F,Finance,Software,Out of Service
asset2743,S2LBZMI,8B:97:0D:EF:C3:32,Finance,Devices,Available
asset2744,G6WUYZE,2D:2D:8E:6C:C2:D8,Finance,Furniture,Out of Service
asset2745,W1BCA2F,E7:B0:C7:ED:7E:1C,HR,Software,Out of Service
asset2746,GYZG2ZY,24:72:5B:B8:3B:3D,R&D,Furniture,Available
asset2747,OMJSSMN,E7:79:6C:A1:31:10,Sales,Devices,Out of Service
asset2748,5S3B939,07:31:B6:97:5A:F7,R&D,Furniture,Available
asset2749,RMUQYN8,B6:64:8B:94:76:92,Sales,Devices,In Use
asset2750,WZE55NH,15:61:7A:4D:20:2F,Sales,Furniture,In Use
asset2751,46B89QX,AB:2D:2F:88:9D:D4,Sales,Devices,Out of Service
asset2752,1UOWPEC,90:CB:C8:41:40:31,Finance,Software,In Use
asset2753,B9E6UN6,B5:6D:FD:04:D3:34,Marketing,Software,In Use
asset2754,4ZRBBG2,5D:43:A0:96:B8:B2,Sales,Devices,In Use
asset2755,3Q4RHMA,B6:B7:E7:80:48:06,R&D,Software,Available
asset2756,BGTMY2U,D6:F8:C9:79:D0:32,Sales,Devices,In Use
asset2757,ZFRMDZ4,51:50:A9:9D:8E:58,Marketing,Devices,Out of Service
asset2758,5TWJH74,E8:37:E8:EF:FA:DA,R&D,Devices,In Use
asset2759,SCQ9HMF,17:F0:EB:F7:C6:1D,R&D,Furniture,Available
asset2760,D3UDIAL,9B:D6:D7:39:63:A6,Sales,Furniture,In Use
asset2761,6HQRI5K,61:08:D0:80:93:20,R&D,Furniture,Available
asset2762,RLA7F43,07:C9:50:07:25:1F,HR,Furniture,In Use
asset2763,8AR4NVB,41:F5:9E:A8:E7:6B,Marketing,Software,Out of Service
asset2764,W6U39ES,45:6B:25:BA:24:04,R&D,Software,In Use
asset2765,HY16U0M,73:3C:7B:25:5D:6D,R&D,Software,In Use
asset2766,RJ6K2F2,33:14:C6:0F:CF:36,HR,Furniture,Out of Service
asset2767,BSXEKFN,4D:B6:05:C1:B2:93,HR,Devices,Available
asset2768,XK04LZV,BA:6D:0C:E4:FA:D3,R&D,Software,Available
asset2769,0HKY3OF,BA:57:CB:49:54:C4,Sales,Furniture,Available
asset2770,OY7BWOL,F6:AF:B0:48:ED:C2,R&D,Devices,Available
asset2771,0YPHXAT,B4:5C:B6:E6:0E:7D,HR,Devices,In Use
asset2772,41Z37SR,8F:1C:1F:E7:E0:EB,HR,Software,Out of Service
asset2773,GJ2UCF1,68:DE:0B:9C:24:9C,Marketing,Furniture,In Use
asset2774,IMDDBIU,7E:D2:25:DB:86:1F,Sales,Devices,Available
asset2775,9EI0SB5,1B:F2:60:63:17:A0,R&D,Furniture,Available
asset2776,VU996TO,44:7E:47:C3:06:DD,Sales,Software,Available
asset2777,MTOUQQO,51:AD:0C:17:EC:48,Marketing,Furniture,In Use
asset2778,1TWQWWC,AA:91:0B:2D:04:9E,R&D,Software,Available
asset2779,KRGYPUO,15:25:2A:0D:52:EF,Finance,Furniture,Out of Service
asset2780,TOE7Y61,EA:63:92:89:82:65,Sales,Software,Out of Service
asset2781,XFVQXDW,86:34:D8:94:EB:CA,HR,Software,In Use
asset2782,87BS13U,58:37:DF:86:10:59,R&D,Software,Available
asset2783,SKSY1GR,29:00:AB:AA:E5:D5,R&D,Software,Available
asset2784,H52RBKX,91:CE:FE:13:91:B2,Sales,Devices,Available
asset2785,NYMVHT8,4A:9E:8A:1D:5A:2D,R&D,Devices,Out of Service
asset2786,Y5JEFIZ,8B:E9:E1:E7:06:C3,R&D,Devices,In Use
asset2787,TBV0IMQ,66:65:D1:3F:C2:96,Finance,Furniture,Available
asset2788,GREEXOE,37:3F:18:A0:94:27,Sales,Furniture,Available
asset2789,EGDEY6R,EB:89:0B:BF:61:48,Finance,Furniture,Available
asset2790,DZUJOPW,6A:11:0C:1C:C3:51,Marketing,Software,Out of Service
asset2791,60CB9ZB,A9:23:46:CE:36:49,Finance,Devices,In Use
asset2792,PY06RNM,1E:37:4F:63:7D:A1,HR,Software,In Use
asset2793,KGNNP0P,17:6E:7E:B3:8F:12,Finance,Furniture,Available
asset2794,XRSJ4ND,C9:AE:69:CE:BA:DB,Sales,Furniture,Out of Service
asset2795,557PVW9,97:7A:34:B2:E3:7B,Marketing,Devices,Out of Service
asset2796,6N88HUV,47:FC:A3:31:24:95,HR,Software,In Use
asset2797,RDMDRSJ,8D:1B:5D:C0:23:22,HR,Software,In Use
asset2798,F4W9D6K,E5:5A:31:B9:21:D9,R&D,Software,Out of Service
asset2799,PLNNRHA,01:C9:23:28:27:D7,Sales,Software,In Use
asset2800,P23PCQB,C2:1A:82:3C:6D:47,Marketing,Furniture,Out of Service
asset2801,FBMGZVR,E4:4D:EB:7E:B7:43,Sales,Software,Available
asset2802,MMH7YH2,5C:68:78:4F:E5:A8,Sales,Devices,Out of Service
asset2803,6OFCFKX,45:13:2A:66:66:31,Sales,Devices,Available
asset2804,PZZG9M4,4D:83:63:F4:0E:B8,R&D,Software,Out of Service
asset2805,2IECJE2,30:FC:33:65:DC:06,Finance,Software,Out of Service
asset2806,71CU18G,36:29:40:54:37:05,Finance,Devices,Out of Service
asset2807,Z4ZWJC4,89:96:AF:9B:56:3E,Finance,Furniture,Available
asset2808,KDJQWFI,7B:1C:48:65:D9:9F,R&D,Devices,Available
asset2809,3II0ILG,0A:79:6E:F1:4E:12,R&D,Furniture,In Use
asset2810,MT400W7,27:00:2C:80:BB:73,Sales,Software,Available
asset2811,6GF0F4U,D2:10:5E:E8:4D:A7,Finance,Furniture,Available
asset2812,EQVCKQB,F3:FC:1F:6A:6F:70,HR,Software,Out of Service
asset2813,XSWSWUM,DB:ED:15:D8:09:4E,HR,Software,Out of Service
asset2814,4ZOI575,78:A1:46:5E:2C:36,Finance,Software,Out of Service
asset2815,3PQTFYV,83:B3:F5:E9:36:29,Marketing,Furniture,In Use
asset2816,0B9WEYB,81:67:BA:2A:8D:F3,Finance,Software,Available
asset2817,NC313FA,F6:76:83:54:CB:BC,R&D,Software,Out of Service
asset2818,ED86TMC,2A:21:01:DB:23:66,Marketing,Software,In Use
asset2819,S0GXEGU,F4:98:73:EE:FD:37,HR,Devices,In Use
asset2820,3K6E2M5,20:05:99:F4:C8:31,HR,Furniture,Available
asset2821,9ENBCYS,D6:80:2E:A4:B7:76,Finance,Software,Available
asset2822,MGH68AD,11:CD:3E:71:01:8B,R&D,Devices,Available
asset2823,LVKTKDO,A7:BB:EA:F6:B4:98,R&D,Devices,In Use
asset2824,BDTSAUI,91:5B:B5:4C:C6:5F,HR,Devices,Available
asset2825,3E78BT2,FA:EE:A7:FE:7A:BC,Sales,Software,Available
asset2826,2GLKIW1,C3:98:D9:03:B8:AE,HR,Furniture,Available
asset2827,5ACW9FX,90:8B:55:A8:D1:5F,Sales,Devices,Available
asset2828,M84X0KZ,5F:79:58:03:66:E9,Sales,Furniture,Available
asset2829,GEEZE5V,51:68:03:9F:6D:66,HR,Software,In Use
asset2830,AFJQ88M,C8:BE:6E:A3:F5:9E,Sales,Furniture,Available
asset2831,EGAPPIM,CC:DE:6E:C2:FC:CF,Sales,Furniture,Available
asset2832,FSVELL4,35:12:87:7D:EC:FC,Marketing,Devices,Out of Service
asset2833,EXSSW26,3E:EB:9E:E8:33:22,Sales,Devices,Available
asset2834,75YQFIV,85:A1:78:8C:E2:1E,Marketing,Software,Available
asset2835,QF1LFHV,9B:16:E5:CB:C6:A5,Finance,Software,In Use
asset2836,X0YYYVR,0D:1D:90:17:73:49,Finance,Devices,Out of Service
asset2837,8ZHE2EA,CE:80:DC:2B:08:70,HR,Devices,In Use
asset2838,8C7GVO5,F2:15:96:EA:95:8E,R&D,Software,In Use
asset2839,7WEDFIP,30:B0:0C:4C:0C:FF,R&D,Software,In Use
asset2840,OXOWZ0X,92:82:28:DF:B6:5F,HR,Devices,In Use
asset2841,CU5HYLE,D8:0A:DA:F4:E8:ED,Sales,Devices,Out of Service
asset2842,AP35VK3,94:52:7D:46:12:A7,Sales,Furniture,Available
asset2843,XITYUK2,36:F1:DA:FE:2A:10,HR,Furniture,Out of Service
asset2844,F1P2SIY,D8:B0:2B:63:3F:03,Marketing,Devices,Out of Service
asset2845,LR8VS64,AE:E5:4C:AA:D7:31,HR,Furniture,Out of Service
asset2846,64AC5TV,D2:53:24:0C:94:C8,Sales,Furniture,In Use
asset2847,O4XZGF4,21:1F:FE:EA:14:EA,Finance,Devices,Available
asset2848,T3CENR3,DE:22:DD:32:3F:A9,Marketing,Furniture,Out of Service
asset2849,ZW8K9JA,86:29:59:8B:A9:74,Sales,Devices,In Use
asset2850,62GG3J8,28:DE:59:1D:65:E3,HR,Software,In Use
asset2851,BP2UFR1,44:89:B8:67:DC:24,R&D,Furniture,In Use
asset2852,FALALE3,F3:54:F5:C2:E9:93,Marketing,Furniture,In Use
asset2853,QJSD3PU,26:85:38:71:AF:42,R&D,Devices,Available
asset2854,8XA3LCX,79:B7:C0:A0:0C:C7,Sales,Devices,Available
asset2855,MFVIPXW,3D:F0:31:93:13:3B,Finance,Furniture,In Use
asset2856,T3HK9I4,5A:D5:09:49:95:B1,Sales,Software,Available
asset2857,2PZFDVZ,AD:C0:0F:E0:41:85,HR,Devices,Out of Service
asset2858,VKEXX4I,4C:33:EE:44:D7:84,R&D,Software,Out of Service
asset2859,VBABWNI,3E:56:A5:28:2D:7A,HR,Devices,In Use
asset2860,1Y1674N,89:AE:BA:5C:1B:1D,Sales,Furniture,Available
asset2861,QYZ8Y1K,7B:A3:CF:68:1F:09,Sales,Devices,Available
asset2862,K3POBFR,52:AF:DC:03:CC:9E,Sales,Furniture,Available
asset2863,B4L0SYD,1E:02:3E:F4:81:CD,Sales,Furniture,Available
asset2864,KOJZDNZ,0A:39:73:EF:42:11,HR,Devices,Out of Service
asset2865,QDE9XTY,A4:2D:15:2D:41:C2,Finance,Software,Out of Service
asset2866,GG6XIE2,B7:B7:D4:95:F4:FA,Marketing,Devices,Out of Service
asset2867,HQOLQKD,2B:39:6A:33:0D:25,Sales,Furniture,Out of Service
asset2868,PSAFN68,5D:39:F0:E7:33:EA,Sales,Software,In Use
asset2869,M7QJQCJ,72:CB:C6:6D:BC:1D,Marketing,Software,In Use
asset2870,XBFSRTH,15:40:DE:67:EE:7F,Marketing,Furniture,Available
asset2871,V67XLQR,54:04:04:D5:39:6A,HR,Furniture,Out of Service
asset2872,3T2ZORH,38:7F:92:5E:04:69,Finance,Software,Available
asset2873,E3M6F6G,AC:B5:5A:C9:FD:A7,Finance,Software,Available
asset2874,MXOZVBY,F5:0D:6F:76:61:45,Marketing,Software,Available
asset2875,3IWA75K,FE:C7:B1:5A:40:6C,R&D,Furniture,In Use
asset2876,LS07L6W,0D:9E:06:48:AB:6B,HR,Software,Available
asset2877,8N52QEB,38:01:E6:0E:48:DF,Marketing,Devices,Out of Service
asset2878,98ISK38,06:B4:9D:FA:0D:E7,Sales,Software,Out of Service
asset2879,1SUN7WM,F8:BD:24:69:2D:00,Sales,Devices,In Use
asset2880,LMZZFLI,4A:E5:56:9D:B6:6E,Finance,Software,Out of Service
asset2881,SS4RNXZ,31:28:6A:FC:1C:DE,Marketing,Furniture,In Use
asset2882,R2ZYTB9,3E:44:BB:79:D9:15,Finance,Software,In Use
asset2883,VN7SPG3,00:9E:01:46:5F:F2,HR,Devices,Out of Service
asset2884,JNN3Y5L,71:0A:D9:8C:9C:7D,Finance,Software,Out of Service
asset2885,XQMV9TI,74:97:A9:F8:CF:BC,R&D,Devices,Out of Service
asset2886,TONTYTT,A2:41:40:7B:D7:D2,HR,Devices,Out of Service
asset2887,PMEHVJM,2C:16:A9:45:B0:DA,Finance,Software,Available
asset2888,XP560XT,E2:80:11:59:D6:10,Sales,Software,Out of Service
asset2889,6CYC4TE,87:85:66:23:AD:EB,Finance,Software,In Use
asset2890,D3XWK1J,AF:A3:06:BF:2F:FC,HR,Software,Out of Service
asset2891,LQB5QYF,DB:9F:DE:72:27:90,Sales,Software,In Use
asset2892,2QNJWR2,03:42:B7:DE:CB:A5,R&D,Furniture,In Use
asset2893,ZUC9O4P,CD:2C:56:B1:DB:7C,HR,Software,Out of Service
asset2894,G8RVQ9L,C7:9F:73:F0:D4:07,R&D,Software,In Use
asset2895,0ZYTDR9,E2:CE:24:5E:AD:69,Finance,Software,Available
asset2896,1OMHWFC,C7:C7:BF:BD:C7:86,R&D,Furniture,Available
asset2897,0LV1QUL,51:23:F0:32:54:D0,R&D,Devices,Available
asset2898,RIG5CIQ,2E:C2:72:30:29:1C,HR,Software,Available
asset2899,XUIAZ3W,71:3D:00:79:74:A9,Sales,Devices,In Use
asset2900,65JR8I8,5D:2E:8B:36:1B:DB,Marketing,Devices,In Use
asset2901,P16XUNH,9E:58:49:02:E8:EB,Marketing,Software,Available
asset2902,DLYE7WZ,B3:39:09:DF:F4:07,Marketing,Furniture,Out of Service
asset2903,5GFYEH2,FF:87:0B:1A:B5:1B,Sales,Devices,Available
asset2904,AM04DOH,9A:89:AA:69:C2:D6,Sales,Furniture,In Use
asset2905,IDSC48M,B5:C3:62:AE:70:CB,R&D,Furniture,Out of Service
asset2906,TJ4RJBX,64:D9:03:CA:46:75,R&D,Software,Out of Service
asset2907,ABR8QEE,B8:7C:56:BE:D2:9F,Sales,Software,In Use
asset2908,PH3QPBG,5C:FB:D2:81:15:96,HR,Devices,In Use
asset2909,2BLETTZ,CD:5B:D9:EA:AF:65,Finance,Software,Available
asset2910,YWGXIS2,59:CE:68:07:01:99,R&D,Software,Out of Service
asset2911,8DBYX6D,59:5E:26:A7:AC:74,R&D,Devices,Available
asset2912,1C0WZGK,C3:F7:5C:D0:58:DC,R&D,Furniture,Out of Service
asset2913,WSXOFDD,AD:D3:F3:40:A4:5A,R&D,Software,Available
asset2914,IGRED4Y,5A:2D:57:35:9D:44,Marketing,Devices,Available
asset2915,EZQS4WY,80:9C:FA:75:AC:D6,HR,Devices,In Use
asset2916,CT5ZUQL,01:53:66:C6:16:F2,Sales,Software,In Use
asset2917,UTICQVM,84:5D:78:EB:18:0A,Sales,Furniture,Available
asset2918,E6Y5UZG,8F:E2:49:1A:19:BC,Sales,Devices,In Use
asset2919,Q6INDUD,B7:4E:51:48:48:4A,R&D,Software,Out of Service
asset2920,QIBN761,73:5C:65:F6:7A:B2,Marketing,Furniture,Available
asset2921,LFH5SPT,98:4E:93:24:98:BB,Marketing,Software,Out of Service
asset2922,FSHXWMH,70:97:5E:45:78:B7,Marketing,Devices,Available
asset2923,5918U13,23:C6:36:F3:34:C8,Marketing,Furniture,Available
asset2924,OPEE2HV,B5:14:33:DA:AB:1B,Sales,Software,In Use
asset2925,LUZSK8V,8B:68:97:FD:5C:45,HR,Devices,Out of Service
asset2926,BKFR7D2,76:4E:B3:0B:F9:70,Sales,Software,Available
asset2927,8NS9I86,6A:B6:B9:E2:25:48,HR,Software,In Use
asset2928,B8RHIRO,BC:99:97:33:85:3C,Sales,Furniture,In Use
asset2929,O55BOEI,29:26:24:A3:C2:E4,Finance,Devices,In Use
asset2930,PA04LD8,C3:E5:B1:AD:89:0F,Finance,Devices,Out of Service
asset2931,NIAXMYU,F9:19:3C:BE:B3:19,R&D,Furniture,Available
asset2932,550E3A5,E5:7B:B7:3A:B1:76,Finance,Devices,In Use
asset2933,SKRXIOP,97:41:1D:15:3A:31,Sales,Devices,Out of Service
asset2934,UYE73ZJ,F1:45:64:73:0F:4C,Finance,Furniture,In Use
asset2935,QOBQPLT,80:F7:F9:AD:C7:1B,R&D,Furniture,Out of Service
asset2936,GPTW92Q,CE:C2:6C:CF:C3:29,Finance,Furniture,Out of Service
asset2937,LGQ21JD,D4:23:7C:04:94:67,R&D,Devices,Out of Service
asset2938,IXXXULI,6C:80:F7:55:06:D5,HR,Furniture,Available
asset2939,8YNKCBF,61:EE:F6:58:B4:A0,Marketing,Devices,In Use
asset2940,064D4T3,5D:82:8D:38:A2:24,HR,Devices,Available
asset2941,ZJWB1TA,5F:2D:53:60:22:86,Sales,Furniture,Out of Service
asset2942,GV39R77,55:A0:91:E0:D9:37,Sales,Devices,In Use
asset2943,MF92GYY,A1:DB:F7:8C:D0:47,HR,Devices,Available
asset2944,6WN6HQV,5B:7B:59:83:37:D7,Sales,Furniture,In Use
asset2945,69I1YOX,FF:BC:D0:31:86:36,R&D,Furniture,Available
asset2946,J1BU4XX,9A:1A:44:11:C5:BB,R&D,Devices,Available
asset2947,RC4FVLO,AD:88:06:C3:EC:BA,Sales,Software,In Use
asset2948,Z79O81O,E4:71:D2:FB:80:F3,Finance,Furniture,Out of Service
asset2949,XCIKXU5,1A:92:8B:24:F2:23,Finance,Software,In Use
asset2950,EVKAT91,70:0C:B0:43:3C:D0,Sales,Software,Available
asset2951,W940T3D,4F:11:70:52:B9:7F,Finance,Furniture,Out of Service
asset2952,P7YLOKP,92:1E:5C:84:34:05,Sales,Devices,Out of Service
asset2953,YC06OZT,85:E1:A5:4F:0F:41,Finance,Software,In Use
asset2954,H33FOAF,3C:D2:77:BE:E7:98,R&D,Software,Out of Service
asset2955,784XSOT,61:A3:27:A2:00:34,HR,Devices,In Use
asset2956,GC9BFEF,AD:DB:29:08:5D:CE,R&D,Devices,In Use
asset2957,TYNKAXM,8B:F3:BB:D6:E5:B7,Finance,Software,Available
asset2958,Q4G3AE4,F9:A7:52:04:ED:83,Marketing,Furniture,In Use
asset2959,AUPR0NC,29:1B:84:A0:3E:3B,R&D,Furniture,Out of Service
asset2960,L5MCW9P,EF:E4:7B:8A:A0:A9,HR,Furniture,Out of Service
asset2961,MRMP2J5,77:B3:15:9C:C9:CD,Sales,Furniture,Available
asset2962,LLC3P12,3C:43:32:38:BE:60,HR,Devices,In Use
asset2963,QCWSEWP,FC:66:7E:2C:FE:16,Sales,Software,Out of Service
asset2964,9GJ0SPZ,22:1F:5D:68:91:08,Finance,Devices,Available
asset2965,0QIQ6JN,75:D9:B6:A3:52:6B,Sales,Software,Available
asset2966,8NX8OFQ,5B:22:90:2E:E3:2D,Sales,Furniture,Out of Service
asset2967,0WXWX59,FC:07:46:07:6F:81,Sales,Furniture,Available
asset2968,0FN8EJP,F8:A4:65:3D:48:55,R&D,Devices,Out of Service
asset2969,LOSB23P,6B:C9:14:6B:2B:63,R&D,Software,Out of Service
asset2970,V5CXCYC,F2:23:23:74:82:B5,R&D,Devices,Available
asset2971,O5G7IO0,40:A9:C0:FD:2C:61,R&D,Furniture,Available
asset2972,V2AKFOH,50:FA:DD:A7:B9:F3,Finance,Devices,Available
asset2973,OU8ILP2,62:49:78:93:B0:2D,Finance,Devices,Out of Service
asset2974,HKPMSDC,EB:EA:9F:ED:66:2B,R&D,Furniture,Available
asset2975,YHB85GA,84:65:01:32:B9:B2,Sales,Devices,In Use
asset2976,TU390HY,63:F3:F6:80:26:B9,HR,Software,In Use
asset2977,08LOA8L,A8:F5:9E:92:30:CE,Sales,Devices,Available
asset2978,KXAE2B4,00:8E:93:47:7F:FF,HR,Furniture,Available
asset2979,OGXAKR5,79:49:12:D8:EA:BF,Finance,Devices,Available
asset2980,COL1OFP,F1:8F:9B:F2:CC:09,R&D,Furniture,Available
asset2981,UREE43M,E3:2E:61:1F:D4:89,R&D,Software,In Use
asset2982,GD64WUM,62:D4:54:AC:81:B5,HR,Furniture,Out of Service
asset2983,7DNN4BG,14:39:F6:31:5D:E3,Finance,Software,Available
asset2984,1AHYDUQ,77:50:D8:A2:8E:1C,HR,Devices,Out of Service
asset2985,CXSUGIW,73:5A:63:72:B3:77,Marketing,Software,In Use
asset2986,8QRT76G,81:6E:F2:C0:1A:A7,R&D,Devices,Available
